GHI_inst,timestamp
701.8125,29/08/2023 2:00:00
703.403275,29/08/2023 2:05:00
705.649075,29/08/2023 2:10:00
710.7957,29/08/2023 2:15:00
715.568025,29/08/2023 2:20:00
730.2593,29/08/2023 2:25:00
732.785825,29/08/2023 2:30:00
676.92155,29/08/2023 2:35:00
700.221725,29/08/2023 2:40:00
700.970325,29/08/2023 2:45:00
648.568325,29/08/2023 2:50:00
704.99405,29/08/2023 2:55:00
702.37395,29/08/2023 3:00:00
